product_id,discounted_price,actual_price,discount_percentage,rating,rating_count,worth or not worth
B01EJ5MM5M,3498,"3,875",0.1,3.4,"12,185",1
B08J82K4GX,10099,"19,110",0.47,4.3,"2,623",0
B07Z1Z77ZZ,449,999,0.55,4.3,"9,701",1
B00DJ5N9VK,150,150,0,4.3,"15,867",1
B0B4DT8MKT,348,"1,499",0.77,4.2,656,0
B08FGNPQ9X,1199,"2,999",0.6,4.1,"10,725",1
B07NTKGW45,397,899,0.56,4,"3,025",1
B08CDKQ8T6,154,349,0.56,4.3,"7,064",1
B08J4PL1Z3,699,"1,490",0.53,4,"5,736",1
B07XJWTYM2,1679,"1,999",0.16,4.1,"72,563",1
B09939XJX8,354,"1,500",0.76,4,"1,026",0
B09MDCZJXS,1199,"5,499",0.78,3.8,"2,043",0
B08CTQP51L,379,"1,499",0.75,4.2,"4,149",1
B0BG62HMDJ,499,775,0.36,4.3,74,0
B08GTYFC37,10389,"32,000",0.68,4.4,"41,398",1
B08SBH499M,649,"1,300",0.5,4.1,"5,195",1
B08FYB5HHK,1199,"1,999",0.4,4.5,"22,420",1
B0994GFWBH,139,999,0.86,4,"1,313",0
B0B5GJRTHB,889,"1,999",0.56,4.2,"2,284",1
B09GBBJV72,1409,"2,199",0.36,3.9,427,0
B07P434WJY,549,"1,999",0.73,4.3,"1,367",0
B07T9FV9YP,749,"1,799",0.58,4,"13,199",1
B01GGKZ0V6,329,845,0.61,4.2,"29,746",1
B08WKFSN84,379,"1,099",0.66,4.3,"2,806",1
B09TBCVJS3,5998,"7,999",0.25,4.2,"30,355",1
B08TR61BVK,299,"1,499",0.8,4.2,"2,868",1
B0B2CPVXHX,379,"1,499",0.75,4.1,670,0
B08XNL93PL,1399,"2,999",0.53,4.3,"3,530",1
B088GXTJM3,699,"1,299",0.46,4.3,"6,183",1
B099S26HWG,300,300,0,4.2,419,0
B08461VC1Z,999,"1,995",0.5,4.5,"7,317",1
B00K32PEW4,535,535,0,4.4,"4,426",1
B09F9YQQ7B,13999,"24,999",0.44,4.2,"45,237",1
B07LFWP97N,269,"1,099",0.76,4.1,"1,092",0
B0746N6WML,341,450,0.24,4.3,"2,493",1
B07W9KYT62,2499,"3,999",0.38,4.4,"12,679",1
B0B5ZF3NRK,349,599,0.42,4.1,210,0
B08D9MNH4B,5899,"7,005",0.16,3.6,"4,199",1
B078G6ZF5Z,699,"1,199",0.42,4,"14,403",1
B09MKG4ZCM,1565,"2,999",0.48,4,"11,113",1
B07RZZ1QSW,326,799,0.59,4.4,"10,773",1
B08BCKN299,120,999,0.88,3.9,"6,491",1
B07222HQKP,657,999,0.34,4.3,"13,944",1
B00NFD0ETQ,1995,"2,895",0.31,4.6,"10,760",1
B075DB1F13,1500,"1,500",0,4.4,"25,996",1
B0148NPH9I,2640,"3,195",0.17,4.5,"16,146",1
B01JOFKL0A,5299,"6,355",0.17,3.9,"8,280",1
B09Q8HMKZX,263,699,0.62,4.1,450,0
B079S811J3,1990,"2,999",0.34,4.3,"14,237",1
B0083T231O,1289,"1,499",0.14,4.5,"20,668",1
B086PXQ2R4,165,165,0,4.5,"1,674",1
B07L1N3TJX,1699,"3,499",0.51,3.6,"7,689",1
B07YFWVRCM,2299,"7,500",0.69,4.1,"5,554",1
B01GGKYKQM,219,700,0.69,4.3,"20,053",1
B08TDJ5BVF,39,39,0,3.8,"3,344",1
B09XXZXQC1,26999,"37,999",0.29,4.6,"2,886",0
B083T5G5PM,1490,"1,990",0.25,4.1,"98,250",1
B0BHVPTM2C,398,"1,949",0.8,4,75,0
B0B86CDHL1,349,899,0.61,4.5,149,0
B01NBX5RSB,770,"1,547",0.5,4.3,"2,585",1
B08MWJTST6,279,"1,299",0.79,4,"5,072",1
B07R99NBVB,249,599,0.58,4.5,"5,985",1
B08R69VDHT,115,499,0.77,4,"7,732",1
B00LY12TH6,230,230,0,4.5,"9,427",1
B09RWZRCP1,399,999,0.6,4.1,"1,780",0
B08497Z1MQ,599,700,0.14,4.3,"2,301",1
B07KNM95JK,598,"1,150",0.48,4.1,"2,535",1
B09Q3M3WLJ,399,"1,499",0.73,4,691,0
B09B9SPC7F,499,"1,299",0.62,4.1,"2,740",1
B09CMP1SC8,199,499,0.6,4.1,602,0
B099SD8PRP,579,"1,090",0.47,4.4,"3,482",1
B09YLXYP7Y,179,399,0.55,4,"1,423",0
B00S2SEV7K,90,100,0.1,4.1,"6,199",1
B08WKCTFF3,899,"1,999",0.55,4.4,"1,667",1
B08498D67S,1149,"1,800",0.36,4.3,"4,723",1
B00C3GBCIS,249,499,0.5,4.2,"22,860",1
B00URH5E34,39,39,0,3.6,"13,572",1
B00EYW1U68,1599,"3,599",0.56,4.2,"16,182",1
B08SMJT55F,1199,"3,990",0.7,4.2,"2,908",1
B0B2DJDCPX,209,499,0.58,3.9,536,0
B08Y7MXFMK,1099,"1,499",0.27,4.2,"2,375",1
B086Q3QMFS,120,120,0,4.5,"4,951",1
B08498H13H,1519,"3,499",0.57,4.3,408,0
B07LFQLKFZ,420,420,0,4.2,"1,926",1
B00LY17RHI,225,225,0,4.1,"4,798",1
B07W14CHV8,199,799,0.75,4.1,"7,333",1
B0B9BXKBC7,1799,"3,999",0.55,4.6,245,0
B09F5Z694W,8349,"9,625",0.13,3.8,"3,652",1
B0B25LQQPC,3307,"6,100",0.46,4.3,"2,515",1
B07GVGTSLN,325,"1,299",0.75,4.2,"10,576",1
B01LYLJ99X,449,"1,300",0.65,4.2,"4,959",1
B014SZPBM4,380,400,0.05,4.4,"2,111",1
B08CZHGHKH,499,"1,399",0.64,3.9,"1,462",0
B0B2RBP83P,37247,"59,890",0.38,4,323,0
B078W65FJ7,849,"2,490",0.66,4.2,"91,188",1
B08S74GTBT,799,"1,999",0.6,3.7,418,0
B0B9BD2YL4,2599,"6,999",0.63,4.5,"1,526",1
B0BMXMLSMM,199,999,0.8,4.5,127,0
B0141EZMAI,269,800,0.66,3.6,"10,134",1
B07QMRHWJD,298,999,0.7,4.3,"1,552",1
B07W7Z6DVL,1499,"2,999",0.5,4.1,"25,262",1
B07WMS7TWB,649,"1,245",0.48,3.9,"1,23,365",0
B00H47GVGY,1199,"1,695",0.29,3.6,"13,300",1
B07VX71FZP,1199,"2,000",0.4,4,"18,543",1
B07NCKMXVZ,455,999,0.54,4.1,"3,578",1
B0B61DSF17,199,"1,999",0.9,3.7,"2,031",0
B07VQGVL68,293,499,0.41,3.9,"44,994",1
B01LWYDEQ7,199,495,0.6,4.1,"2,70,563",0
B07VNFP3C2,749,"1,245",0.4,3.9,"31,783",1
B00LUGTJGO,1399,"1,549",0.1,3.9,"2,602",1
B01MQZ7J8K,749,"1,445",0.48,3.9,"63,350",1
B01GFTEV5Y,1699,"3,193",0.47,3.8,"54,032",1
B00NW4UWN6,1043,"1,345",0.22,3.8,"15,592",1
B01NCVJMKX,499,999,0.5,4.1,"4,859",1
B00O24PUO6,1464,"1,650",0.11,4.1,"14,120",1
B07GXPDLYQ,249,499,0.5,3.3,"8,427",1
B01C8P29N0,625,"1,400",0.55,4.2,"23,316",1
B08KDBLMQP,1290,"2,500",0.48,4,"6,530",1
B078JDNZJ8,3600,"6,190",0.42,4.3,"11,924",1
B01M5F614J,6549,"13,999",0.53,4,"2,961",1
B083GKDRKR,1625,"2,995",0.46,4.5,"23,484",1
B097R2V1W8,2599,"5,890",0.56,4.1,"21,783",1
B07YR26BJ3,1199,"2,000",0.4,4,"14,030",1
B097R45BH8,5499,"13,150",0.58,4.2,"6,398",1
B09X5C9VLK,1299,"3,500",0.63,3.8,"44,050",1
B01C8P29T4,599,785,0.24,4.2,"24,247",1
B00HVXS7WC,1999,"3,210",0.38,4.2,"41,349",1
B096YCN3SD,549,"1,000",0.45,3.6,"1,074",0
B09LQH3SD9,999,"2,000",0.5,3.8,"1,163",0
B09KNMLH4Y,398,"1,999",0.8,4.1,257,0
B00ABMASXG,539,720,0.25,4.1,"36,017",1
B07QDSN9V6,699,"1,595",0.56,4.1,"8,090",1
B00YMJ0OI8,2148,"3,645",0.41,4.1,"31,388",1
B0B8XNPQPN,3599,"7,950",0.55,4.2,136,0
B0814P4L98,351,999,0.65,4,"5,380",1
B008QTK47Q,1614,"1,745",0.08,4.3,"37,974",1
B088ZTJT2R,719,"1,295",0.44,4.2,"17,218",1
B0BK1K598K,678,"1,499",0.55,4.2,900,0
B09Y5FZK9N,809,"1,545",0.48,3.7,976,0
B09J2SCVQT,1969,"5,000",0.61,4.1,"4,927",1
B00TDD0YM4,1490,"1,695",0.12,4.4,"3,543",1
B078KRFWQB,2499,"3,945",0.37,3.8,"2,732",1
B07SRM58TP,1665,"2,099",0.21,4,"14,368",1
B00EDJJ7FS,3229,"5,295",0.39,4.2,"39,724",1
B0832W3B7Q,1799,"3,595",0.5,3.8,"9,791",1
B07WNK1FFN,1260,"1,699",0.26,4.2,"2,891",1
B009P2LK08,749,"1,129",0.34,4,"2,446",1
B07DGD4Z4C,3499,"5,795",0.4,3.9,"25,340",1
B07GMFY9QM,379,999,0.62,4.3,"3,096",1
B0BGPN4GGH,1099,"2,400",0.54,3.8,4,0
B0B2DZ5S6R,749,"1,299",0.42,4,119,0
B07S851WX5,1299,"1,299",0,4.2,"40,106",1
B01MY839VW,549,"1,090",0.5,4.2,"13,029",1
B09LV1CMGH,899,"2,000",0.55,3.6,291,0
B01EY310UM,1321,"1,545",0.14,4.3,"15,453",1
B09NL7LBWT,1099,"1,999",0.45,4,604,0
B008YW8M0G,775,875,0.11,4.2,"46,647",1
B097R3XH9R,6299,"15,270",0.59,4.1,"3,233",1
B08TM71L54,3190,"4,195",0.24,4,"1,282",0
B0BPBXNQQT,799,"1,989",0.6,4.3,70,0
B00W56GLOQ,2699,"5,000",0.46,4,"26,164",1
B0883KDSXC,599,990,0.39,3.9,"16,166",1
B078V8R9BS,749,"1,111",0.33,4.2,"35,693",1
B08GSQXLJ2,6199,"10,400",0.4,4.1,"14,391",1
B01M5B0TPW,1819,"2,490",0.27,4.4,"7,946",1
B082KVTRW8,1199,"1,900",0.37,4,"1,765",0
B08CFJBZRK,3249,"6,295",0.48,3.8,"14,062",1
B07H3WDC4X,349,999,0.65,4,"15,646",1
B09ZTZ9N3Q,1049,"1,699",0.38,3.1,111,0
B083P71WKK,799,"1,500",0.47,4.3,"9,695",1
B097R4D42G,4999,"9,650",0.48,4.2,"1,772",0
B07MKMFKPG,6999,"10,590",0.34,4.4,"11,499",1
B0949FPSFY,799,"1,999",0.6,4.1,"2,162",1
B08F47T4X5,89,89,0,4.2,"19,621",1
B01M0505SJ,1400,"2,485",0.44,4.1,"19,998",1
B08D6RCM3Q,355,899,0.61,4.1,"1,051",0
B009P2LITG,2169,"3,279",0.34,4.1,"1,716",0
B00V9NHDI4,2799,"3,799",0.26,3.9,"32,931",1
B07WGPBXY9,899,"1,249",0.28,3.9,"17,424",1
B00KRCBA6E,2499,"5,000",0.5,3.8,"1,889",0
B0B3X2BY3M,3599,"7,299",0.51,4,"10,324",1
B00F159RIK,499,625,0.2,4.2,"5,355",1
B08MV82R99,653,"1,020",0.36,4.1,"3,366",1
B09VKWGZD7,4789,"8,990",0.47,4.3,"1,017",0
B009P2LK80,1409,"1,639",0.14,3.7,787,0
B00A7PLVU6,753,899,0.16,4.2,"18,462",1
B0B25DJ352,353,"1,199",0.71,4.3,629,0
B013B2WGT6,1099,"1,899",0.42,4.3,"15,276",1
B097RJ867P,8799,"11,595",0.24,4.4,"2,981",1
B091V8HK8Z,1345,"1,750",0.23,3.8,"2,466",0
B071VNHMX2,2095,"2,095",0,4.5,"7,949",1
B08MVSGXMY,1498,"2,300",0.35,3.8,95,0
B00H0B29DI,2199,"2,990",0.26,3.8,"1,558",0
B01GZSQJPA,3699,"4,295",0.14,4.1,"26,543",1
B08VGFX2B6,177,199,0.11,4.1,"3,688",1
B09GYBZPHF,1149,"2,499",0.54,3.8,"4,383",1
B0B4KPCBSH,244,499,0.51,3.3,478,0
B09CGLY5CX,1959,"2,400",0.18,4,237,0
B09JN37WBX,319,749,0.57,4.6,124,0
B01I1LDZGA,1499,"1,775",0.16,3.9,"14,667",1
B0BN2576GQ,469,"1,599",0.71,3.7,6,0
B06XPYRWV5,1099,"1,795",0.39,4.2,"4,244",1
B01N1XVVLC,9590,"15,999",0.4,4.1,"1,017",0
B00O2R38C4,999,"1,490",0.33,4.1,"12,999",1
B0B2CZTCL2,1299,"1,999",0.35,3.8,311,0
B00PVT30YI,292,499,0.41,4.1,"4,238",1
B00SH18114,160,299,0.46,4.6,"2,781",1
B00E9G8KOY,600,600,0,4.1,"10,907",1
B00H3H03Q4,1130,"1,130",0,4.2,"13,250",1
B0756K5DYZ,3249,"6,295",0.48,3.9,"43,070",1
B0188KPKB2,3599,"9,455",0.62,4.1,"11,828",1
B091KNVNS9,368,699,0.47,4.1,"1,240",0
B075JJ5NQC,3199,"4,999",0.36,4,"20,869",1
B0B5KZ3C53,1599,"2,900",0.45,3.7,441,0
,1999,"2,499",0.2,4.1,"1,034",0
B008YW3CYM,616,"1,190",0.48,4.1,"37,126",1
B07QHHCB27,1499,"2,100",0.29,4.1,"6,355",1
B0BMFD94VD,199,499,0.6,3.3,12,0
B00HZIOGXW,610,825,0.26,4.1,"13,165",1
B09CKSYBLR,999,"1,499",0.33,4.1,"1,646",0
B072J83V9W,8999,"9,995",0.1,4.4,"17,994",1
B09MTLG4TP,453,999,0.55,4.3,610,0
B097XJQZ8H,2464,"6,000",0.59,4.1,"8,866",1
B00935MD1C,2719,"3,945",0.31,3.7,"13,406",1
B0BR4F878Q,1439,"1,999",0.28,4.8,"53,803",1
B0B3G5XZN5,2799,"3,499",0.2,4.5,546,0
B07WKB69RS,2088,"5,550",0.62,4,"5,292",1
B09DL9978Y,2399,"4,590",0.48,4.1,444,0
B06XMZV7RH,308,499,0.38,3.9,"4,584",1
B09WMTJPG7,2599,"4,400",0.41,4.1,"14,947",1
B09ZK6THRR,479,"1,000",0.52,4.2,"1,559",0
B07MP21WJD,245,299,0.18,4.1,"1,660",0
B09XB1R2F3,179,799,0.78,3.5,132,0
B08Y5QJXSR,3569,"5,190",0.31,4.3,"28,629",1
B07WJXCTG9,699,"1,345",0.48,3.9,"8,446",1
B09NBZ36F7,2089,"4,000",0.48,4.2,"11,199",1
B0912WJ87V,2339,"4,000",0.42,3.8,"1,118",0
B0BMTZ4T1D,784,"1,599",0.51,4.5,11,0
